YEAR;MONTH;DAY;AIRLINE;ORIGIN_AIRPORT;DESTINATION_AIRPORT;DEPARTURE_DELAY;ARRIVAL_DELAY;CANCELLED
2015;1;2;US;SJU;CLT;-3.0;-8.0;0.0
2015;1;2;US;ATL;CLT;5.0;2.0;0.0
2015;1;2;US;PIT;CLT;-8.0;-14.0;0.0
2015;1;2;US;JAX;CLT;-1.0;2.0;0.0
2015;1;2;US;PHL;CLT;1.0;-2.0;0.0
2015;1;2;US;IND;CLT;-9.0;-20.0;0.0
2015;1;2;US;PIT;PHL;-6.0;9.0;0.0
2015;1;2;US;MCO;CLT;16.0;17.0;0.0
2015;1;2;US;DCA;BOS;-3.0;-7.0;0.0
2015;1;2;OO;SFO;MMH;0.0;-19.0;0.0
2015;1;2;WN;OAK;DEN;9.0;16.0;0.0
2015;1;2;WN;PDX;LAS;1.0;-3.0;0.0
2015;1;2;WN;BOS;BNA;10.0;13.0;0.0
2015;1;2;WN;BWI;RDU;20.0;16.0;0.0
2015;1;2;WN;CRP;HOU;5.0;0.0;0.0
2015;1;2;WN;DAL;ABQ;10.0;1.0;0.0
2015;1;2;WN;DAL;HOU;39.0;42.0;0.0
2015;1;2;WN;DAL;SAT;50.0;52.0;0.0
2015;1;2;WN;ELP;PHX;34.0;31.0;0.0
2015;1;2;WN;HOU;BNA;44.0;34.0;0.0
2015;1;2;WN;HOU;DAL;44.0;40.0;0.0
2015;1;2;WN;TPA;BHM;43.0;47.0;0.0
2015;1;2;WN;IND;PHX;-3.0;-6.0;0.0
2015;1;2;WN;LAS;HOU;18.0;12.0;0.0
2015;1;2;WN;LGA;HOU;-3.0;-13.0;0.0
2015;1;2;WN;MCI;DEN;8.0;4.0;0.0
2015;1;2;WN;MCO;IND;41.0;35.0;0.0
2015;1;2;WN;RDU;PHX;12.0;-5.0;0.0
2015;1;2;WN;RDU;TPA;-6.0;-1.0;0.0
2015;1;2;WN;SAT;TPA;6.0;0.0;0.0
2015;1;2;AA;JFK;SFO;-1.0;30.0;0.0
2015;1;2;AA;ABQ;DFW;52.0;68.0;0.0
2015;1;2;AA;LGA;MIA;-6.0;24.0;0.0
2015;1;2;AA;ORD;LAX;6.0;-8.0;0.0
2015;1;2;AA;AUS;LAX;28.0;5.0;0.0
2015;1;2;AA;DFW;BNA;26.0;27.0;0.0
2015;1;2;AS;ANC;ADQ;-10.0;-16.0;0.0
2015;1;2;AS;PDX;SNA;-8.0;-13.0;0.0
2015;1;2;B6;SJU;STX;-5.0;-11.0;0.0
2015;1;2;B6;RIC;FLL;-11.0;-5.0;0.0
2015;1;2;B6;HPN;PBI;-4.0;-12.0;0.0
2015;1;2;AA;SAN;DFW;25.0;24.0;0.0
2015;1;2;DL;EWR;ATL;21.0;22.0;0.0
2015;1;2;DL;JFK;LAX;0.0;2.0;0.0
2015;1;2;DL;DTW;BNA;-3.0;-9.0;0.0
2015;1;2;DL;SAV;ATL;-8.0;8.0;0.0
2015;1;2;DL;ORD;ATL;3.0;-6.0;0.0
2015;1;2;DL;JFK;FLL;-1.0;-17.0;0.0
2015;1;2;DL;ATL;RSW;7.0;1.0;0.0
2015;1;2;DL;CHS;ATL;-3.0;-1.0;0.0
2015;1;2;EV;IAH;HRL;8.0;42.0;0.0
2015;1;2;EV;ATL;FSM;1.0;-2.0;0.0
2015;1;2;EV;LGA;BTV;-8.0;-27.0;0.0
2015;1;2;EV;TRI;ATL;-5.0;6.0;0.0
2015;1;2;EV;IAH;MSP;8.0;-14.0;0.0
2015;1;2;EV;DTW;MDT;-4.0;-19.0;0.0
2015;1;2;EV;DTW;PIA;-6.0;-8.0;0.0
2015;1;2;F9;BMI;MCO;16.0;14.0;0.0
2015;1;2;F9;DEN;DFW;153.0;163.0;0.0
2015;1;2;F9;ATL;DEN;40.0;32.0;0.0
2015;1;2;HA;HNL;SAN;30.0;21.0;0.0
2015;1;2;MQ;JFK;CMH;32.0;42.0;0.0
2015;1;2;MQ;JFK;IND;-6.0;23.0;0.0
2015;1;2;MQ;JFK;ORF;-5.0;47.0;0.0
2015;1;2;NK;LGA;FLL;0.0;-14.0;0.0
2015;1;2;OO;MSP;CVG;-3.0;6.0;0.0
2015;1;2;OO;SLC;MSO;4.0;4.0;0.0
2015;1;2;UA;FLL;DEN;1.0;-10.0;0.0
2015;1;2;UA;DEN;IAD;26.0;14.0;0.0
2015;1;2;UA;IAH;SEA;-1.0;-11.0;0.0
2015;1;2;UA;DEN;EWR;20.0;19.0;0.0
2015;1;2;B6;BUF;JFK;0.0;-18.0;0.0
2015;1;2;OO;SBA;DEN;-1.0;25.0;0.0
2015;1;2;OO;DFW;IAH;195.0;204.0;0.0
2015;1;2;UA;BOS;SFO;-4.0;-9.0;0.0
2015;1;2;AS;ANC;CDV;14.0;9.0;0.0
2015;1;2;DL;JFK;ATL;-1.0;-3.0;0.0
2015;1;2;EV;BHM;DEN;17.0;14.0;0.0
2015;1;2;EV;STL;EWR;-3.0;-22.0;0.0
2015;1;2;EV;MKE;CLE;-10.0;-19.0;0.0
2015;1;2;OO;LAX;CLD;-1.0;3.0;0.0
2015;1;2;UA;PHL;DEN;5.0;-1.0;0.0
2015;1;2;DL;LAX;MCO;8.0;19.0;0.0
2015;1;2;OO;OMA;ORD;14.0;5.0;0.0
2015;1;2;UA;LGA;DEN;-4.0;-15.0;0.0
2015;1;2;B6;PVD;MCO;0.0;-14.0;0.0
2015;1;2;DL;SJU;ATL;-4.0;4.0;0.0
2015;1;2;NK;ORD;OAK;-2.0;-26.0;0.0
2015;1;2;UA;MCO;EWR;22.0;9.0;0.0
2015;1;2;UA;IAH;ORD;3.0;-16.0;0.0
2015;1;2;UA;PDX;DEN;-5.0;7.0;0.0
2015;1;2;US;PHL;MIA;-7.0;-8.0;0.0
2015;1;2;US;DCA;CLT;-1.0;-6.0;0.0
2015;1;2;US;TPA;CLT;21.0;24.0;0.0
2015;1;2;US;MIA;TPA;-7.0;-11.0;0.0
2015;1;2;US;CLE;CLT;-9.0;-19.0;0.0
2015;1;2;VX;SFO;LAX;5.0;2.0;0.0
2015;1;2;WN;AMA;DAL;75.0;83.0;0.0
2015;1;2;WN;OAK;BUR;4.0;-2.0;0.0
2015;1;2;WN;PBI;ISP;29.0;32.0;0.0
2015;1;2;WN;PHX;AUS;12.0;17.0;0.0
2015;1;2;WN;BUR;PHX;37.0;34.0;0.0
2015;1;2;WN;CMH;MDW;-6.0;3.0;0.0
2015;1;2;WN;DAL;LAS;9.0;-2.0;0.0
2015;1;2;WN;DCA;MCI;-9.0;-15.0;0.0
2015;1;2;WN;FLL;BWI;12.0;7.0;0.0
2015;1;2;WN;HOU;CLT;30.0;32.0;0.0
2015;1;2;WN;STL;ATL;26.0;20.0;0.0
2015;1;2;WN;ICT;DAL;15.0;16.0;0.0
2015;1;2;WN;ISP;PBI;50.0;42.0;0.0
2015;1;2;WN;LAS;SAN;30.0;25.0;0.0
2015;1;2;WN;LAX;DEN;27.0;33.0;0.0
2015;1;2;WN;MCO;MDW;-1.0;-20.0;0.0
2015;1;2;WN;MCO;SAN;64.0;39.0;0.0
2015;1;2;WN;MDW;DAL;16.0;11.0;0.0
2015;1;2;WN;MDW;PIT;-2.0;-9.0;0.0
2015;1;2;WN;MSP;DEN;37.0;28.0;0.0
2015;1;2;WN;SFO;SAN;6.0;-1.0;0.0
2015;1;2;WN;SLC;DEN;-1.0;-13.0;0.0
2015;1;2;WN;SMF;SNA;-3.0;-2.0;0.0
2015;1;2;WN;SNA;DEN;47.0;38.0;0.0
2015;1;2;AA;DFW;SAN;18.0;6.0;0.0
2015;1;2;AA;LAS;DFW;10.0;23.0;0.0
2015;1;2;AA;ORD;DFW;38.0;42.0;0.0
2015;1;2;AS;ABQ;SEA;20.0;22.0;0.0
2015;1;2;B6;SJU;ORD;17.0;1.0;0.0
2015;1;2;DL;MSP;SNA;-1.0;-27.0;0.0
2015;1;2;DL;TYS;ATL;-6.0;1.0;0.0
2015;1;2;DL;RSW;MSP;0.0;-25.0;0.0
2015;1;2;DL;DTW;DEN;0.0;-12.0;0.0
2015;1;2;DL;ATL;TPA;9.0;3.0;0.0
2015;1;2;DL;MCO;ATL;-7.0;12.0;0.0
2015;1;2;EV;DAL;IAH;-3.0;40.0;0.0
2015;1;2;EV;DFW;TYR;-1.0;7.0;0.0
2015;1;2;EV;IAH;HSV;7.0;-2.0;0.0
2015;1;2;EV;IAH;IND;9.0;-9.0;0.0
2015;1;2;EV;IAH;AEX;3.0;-3.0;0.0
2015;1;2;EV;IAH;BTR;-3.0;-9.0;0.0
2015;1;2;F9;DEN;MSP;6.0;25.0;0.0
2015;1;2;MQ;RDU;LGA;-7.0;-27.0;0.0
2015;1;2;MQ;SJT;DFW;65.0;67.0;0.0
2015;1;2;EV;IAH;CMH;12.0;-6.0;0.0
2015;1;2;NK;LAX;LAS;-5.0;-15.0;0.0
2015;1;2;OO;LAX;SAN;7.0;4.0;0.0
2015;1;2;OO;SAN;LAX;10.0;7.0;0.0
2015;1;2;OO;LAX;SLC;0.0;7.0;0.0
2015;1;2;NK;LAS;PDX;-8.0;-4.0;0.0
2015;1;2;OO;SLC;HLN;-5.0;-7.0;0.0
2015;1;2;OO;PLN;DTW;-5.0;-21.0;0.0
2015;1;2;OO;IAH;DAL;79.0;75.0;0.0
2015;1;2;UA;BOS;EWR;-9.0;-21.0;0.0
2015;1;2;UA;EWR;DEN;15.0;8.0;0.0
2015;1;2;UA;ORD;SEA;-3.0;-8.0;0.0
2015;1;2;B6;DCA;BOS;-6.0;-11.0;0.0
2015;1;2;DL;MKE;ATL;-3.0;-8.0;0.0
2015;1;2;EV;LAN;ORD;6.0;-8.0;0.0
2015;1;2;OO;EUG;DEN;26.0;41.0;0.0
2015;1;2;OO;DEN;COS;33.0;27.0;0.0
2015;1;2;UA;IAH;DEN;22.0;-5.0;0.0
2015;1;2;UA;IAH;TPA;25.0;18.0;0.0
2015;1;2;DL;DTW;SFO;-3.0;-35.0;0.0
2015;1;2;EV;IAH;BNA;56.0;55.0;0.0
2015;1;2;EV;EWR;CMH;10.0;20.0;0.0
2015;1;2;EV;ELM;DTW;0.0;-11.0;0.0
2015;1;2;EV;ATL;MOB;218.0;214.0;0.0
2015;1;2;EV;ATL;MYR;11.0;3.0;0.0
2015;1;2;EV;SGF;ATL;-3.0;10.0;0.0
2015;1;2;EV;XNA;ATL;-11.0;-1.0;0.0
2015;1;2;OO;DEN;SJC;38.0;12.0;0.0
2015;1;2;OO;DEN;FSD;-6.0;11.0;0.0
2015;1;2;UA;ORD;SFO;8.0;-19.0;0.0
2015;1;2;DL;BOI;SLC;-2.0;-12.0;0.0
2015;1;2;OO;DEN;CPR;-1.0;-6.0;0.0
2015;1;2;B6;AUS;LGB;-9.0;-14.0;0.0
2015;1;2;DL;ATL;CHS;-1.0;-5.0;0.0
2015;1;2;OO;SAN;LAX;0.0;0.0;0.0
2015;1;2;OO;ORD;MKE;-7.0;-13.0;0.0
2015;1;2;UA;IAH;SFO;106.0;92.0;0.0
2015;1;2;US;STT;PHL;-6.0;11.0;0.0
2015;1;2;US;PHL;PHX;-4.0;-8.0;0.0
2015;1;2;US;IAH;CLT;13.0;8.0;0.0
2015;1;2;US;MCI;CLT;0.0;-14.0;0.0
2015;1;2;US;BWI;CLT;-2.0;-7.0;0.0
2015;1;2;VX;SFO;ORD;2.0;-11.0;0.0
2015;1;2;VX;LAX;SFO;0.0;-11.0;0.0
2015;1;2;WN;OKC;LAS;14.0;-11.0;0.0
2015;1;2;WN;ONT;DEN;20.0;22.0;0.0
2015;1;2;WN;ONT;SMF;11.0;8.0;0.0
2015;1;2;WN;BWI;BDL;-2.0;-10.0;0.0
2015;1;2;WN;BWI;TPA;6.0;12.0;0.0
2015;1;2;WN;DEN;SLC;13.0;-2.0;0.0
2015;1;2;WN;HOU;AUS;31.0;29.0;0.0
2015;1;2;WN;HOU;MCO;28.0;27.0;0.0
2015;1;2;WN;TPA;IND;32.0;33.0;0.0
2015;1;2;WN;LAS;SLC;41.0;36.0;0.0
2015;1;2;WN;LAX;PHX;20.0;16.0;0.0
2015;1;2;WN;MDW;BOS;21.0;25.0;0.0
2015;1;2;WN;MDW;MCI;-1.0;-8.0;0.0
2015;1;2;WN;SEA;PHX;5.0;-12.0;0.0
2015;1;2;WN;SJU;TPA;6.0;0.0;0.0
2015;1;2;AA;SAN;ORD;16.0;-1.0;0.0
2015;1;2;AA;RDU;DFW;-1.0;-6.0;0.0
2015;1;2;AA;BOS;ORD;-2.0;-15.0;0.0
2015;1;2;AA;ORD;SEA;5.0;6.0;0.0
2015;1;2;AS;PSP;SEA;-20.0;-5.0;0.0
2015;1;2;AS;KOA;OAK;151.0;120.0;0.0
2015;1;2;AS;LIH;SJC;-9.0;-27.0;0.0
2015;1;2;DL;DTW;MSP;0.0;2.0;0.0
2015;1;2;DL;LAX;MSP;7.0;3.0;0.0
2015;1;2;DL;CLT;ATL;31.0;35.0;0.0
2015;1;2;DL;DEN;MSP;10.0;24.0;0.0
2015;1;2;DL;ATL;MLB;0.0;-6.0;0.0
2015;1;2;DL;ANC;SEA;12.0;-7.0;0.0
2015;1;2;DL;FLL;JFK;-4.0;-7.0;0.0
2015;1;2;DL;TLH;ATL;4.0;1.0;0.0
2015;1;2;EV;PIB;DFW;52.0;43.0;0.0
2015;1;2;EV;IAH;STL;-2.0;30.0;0.0
2015;1;2;EV;IAH;PIT;-4.0;-16.0;0.0
2015;1;2;EV;DTW;MSN;-6.0;5.0;0.0
2015;1;2;EV;VLD;ATL;30.0;24.0;0.0
2015;1;2;F9;ORD;SLC;87.0;90.0;0.0
2015;1;2;F9;DEN;MCO;-4.0;16.0;0.0
2015;1;2;F9;LAS;DEN;9.0;6.0;0.0
2015;1;2;MQ;DAY;ORD;-5.0;-16.0;0.0
2015;1;2;MQ;ORD;DBQ;-8.0;-12.0;0.0
2015;1;2;NK;ORD;LAS;-2.0;-6.0;0.0
2015;1;2;NK;MSP;TPA;70.0;67.0;0.0
2015;1;2;NK;DTW;MCI;-1.0;-10.0;0.0
2015;1;2;OO;SAT;SFO;6.0;-11.0;0.0
2015;1;2;OO;APN;DTW;-15.0;-27.0;0.0
2015;1;2;UA;MCO;IAD;-5.0;-23.0;0.0
2015;1;2;B6;BOS;RSW;-1.0;10.0;0.0
2015;1;2;B6;BOS;CLT;-4.0;-13.0;0.0
2015;1;2;DL;IAH;ATL;1.0;-2.0;0.0
2015;1;2;NK;DTW;MSY;23.0;9.0;0.0
2015;1;2;EV;MLU;IAH;13.0;46.0;0.0
2015;1;2;UA;AUS;EWR;46.0;25.0;0.0
2015;1;2;UA;PIT;ORD;-3.0;-15.0;0.0
2015;1;2;US;AUS;PHX;-5.0;-6.0;0.0
2015;1;2;OO;CLD;LAX;-3.0;1.0;0.0
2015;1;2;OO;LAX;SBA;24.0;23.0;0.0
2015;1;2;DL;MIA;JFK;8.0;-4.0;0.0
2015;1;2;DL;JAX;ATL;6.0;12.0;0.0
2015;1;2;EV;ATL;BMI;-2.0;-3.0;0.0
2015;1;2;OO;DEN;LNK;145.0;158.0;0.0
2015;1;2;UA;IAH;LGA;-6.0;-22.0;0.0
2015;1;2;UA;DEN;LGA;13.0;-8.0;0.0
2015;1;2;UA;IAH;DCA;12.0;-14.0;0.0
2015;1;2;UA;DEN;IAH;28.0;46.0;0.0
2015;1;2;US;PHL;MCO;21.0;28.0;0.0
2015;1;2;US;SJU;PHL;-7.0;36.0;0.0
2015;1;2;US;PHL;RSW;-7.0;-21.0;0.0
2015;1;2;US;PHL;FLL;9.0;19.0;0.0
2015;1;2;VX;LGA;DAL;-6.0;8.0;0.0
2015;1;2;WN;ATL;MDW;29.0;12.0;0.0
2015;1;2;WN;OMA;PHX;1.0;-3.0;0.0
2015;1;2;WN;ONT;PHX;22.0;13.0;0.0
2015;1;2;WN;DEN;BNA;6.0;0.0;0.0
2015;1;2;WN;LAS;ABQ;36.0;36.0;0.0
2015;1;2;WN;MSY;AUS;16.0;17.0;0.0
2015;1;2;WN;SAN;DAL;20.0;18.0;0.0
2015;1;2;WN;SAN;PHX;6.0;-5.0;0.0
2015;1;2;WN;SJC;SAN;-2.0;1.0;0.0
2015;1;2;WN;SNA;PHX;14.0;10.0;0.0
2015;1;2;AA;JFK;DCA;-4.0;-4.0;0.0
2015;1;2;AA;JFK;BOS;96.0;88.0;0.0
2015;1;2;AA;ELP;DFW;33.0;33.0;0.0
2015;1;2;AA;SNA;DFW;28.0;30.0;0.0
2015;1;2;AA;SEA;DFW;124.0;140.0;0.0
2015;1;2;AA;DFW;ORD;36.0;24.0;0.0
2015;1;2;AS;SFO;SEA;242.0;272.0;0.0
2015;1;2;B6;LAX;JFK;11.0;0.0;0.0
2015;1;2;B6;SWF;FLL;6.0;0.0;0.0
2015;1;2;B6;LGA;TPA;-1.0;-13.0;0.0
2015;1;2;B6;JFK;RSW;16.0;11.0;0.0
2015;1;2;B6;JFK;FLL;0.0;5.0;0.0
2015;1;2;DL;LGA;TPA;27.0;-1.0;0.0
2015;1;2;DL;OKC;ATL;10.0;7.0;0.0
2015;1;2;DL;TPA;ATL;16.0;6.0;0.0
2015;1;2;DL;HNL;LAX;32.0;25.0;0.0
2015;1;2;DL;DTW;ATL;-2.0;-14.0;0.0
2015;1;2;DL;DTW;STL;26.0;19.0;0.0
2015;1;2;DL;ATL;LGA;-3.0;-9.0;0.0
2015;1;2;DL;FLL;ATL;0.0;-3.0;0.0
2015;1;2;DL;ATL;OKC;2.0;-9.0;0.0
2015;1;2;DL;FLL;BOS;7.0;5.0;0.0
2015;1;2;DL;RSW;LGA;20.0;17.0;0.0
2015;1;2;AA;LAS;LAX;22.0;12.0;0.0
2015;1;2;AA;DFW;SNA;40.0;30.0;0.0
2015;1;2;EV;LFT;DFW;35.0;35.0;0.0
2015;1;2;EV;IAH;MSP;40.0;40.0;0.0
2015;1;2;F9;DEN;CID;-3.0;-12.0;0.0
2015;1;2;MQ;HOU;DFW;119.0;123.0;0.0
2015;1;2;MQ;EVV;DFW;2.0;30.0;0.0
2015;1;2;MQ;ORD;MSP;1.0;-6.0;0.0
2015;1;2;MQ;BHM;MIA;-6.0;-8.0;0.0
2015;1;2;MQ;ORD;OMA;-1.0;-5.0;0.0
2015;1;2;OO;SMF;LAX;27.0;21.0;0.0
2015;1;2;OO;RHI;MSP;-9.0;-16.0;0.0
2015;1;2;OO;DTW;GRB;-6.0;4.0;0.0
2015;1;2;OO;DTW;CVG;-6.0;-8.0;0.0
2015;1;2;OO;LAX;SMF;-2.0;-17.0;0.0
2015;1;2;AA;SJU;MIA;27.0;98.0;0.0
2015;1;2;EV;OMA;IAH;7.0;40.0;0.0
2015;1;2;EV;LIT;DTW;-10.0;-20.0;0.0
2015;1;2;HA;KOA;HNL;14.0;13.0;0.0
2015;1;2;HA;HNL;LIH;31.0;54.0;0.0
2015;1;2;UA;SAN;EWR;5.0;-8.0;0.0
2015;1;2;B6;PBI;JFK;10.0;1.0;0.0
2015;1;2;B6;SJU;JFK;-2.0;2.0;0.0
2015;1;2;DL;DTW;EWR;-5.0;-19.0;0.0
2015;1;2;EV;ORD;CLE;1.0;-13.0;0.0
2015;1;2;UA;DEN;LAX;69.0;55.0;0.0
2015;1;2;EV;DAL;ATL;0.0;5.0;0.0
2015;1;2;HA;HNL;ITO;10.0;8.0;0.0
2015;1;2;DL;SEA;MSP;155.0;141.0;0.0
2015;1;2;DL;MIA;MSP;23.0;25.0;0.0
2015;1;2;EV;DEN;IND;7.0;3.0;0.0
2015;1;2;EV;AVL;EWR;14.0;21.0;0.0
2015;1;2;F9;TTN;TPA;38.0;36.0;0.0
2015;1;2;OO;RAP;DEN;14.0;36.0;0.0
2015;1;2;UA;IAH;FLL;4.0;-6.0;0.0
2015;1;2;UA;SJU;ORD;-3.0;-25.0;0.0
2015;1;2;UA;IAH;MSY;1.0;-14.0;0.0
2015;1;2;US;PHX;MSP;-4.0;-3.0;0.0
2015;1;2;US;SFO;PHX;-9.0;-8.0;0.0
2015;1;2;US;PHX;DCA;7.0;5.0;0.0
2015;1;2;US;FLL;PHL;-5.0;-10.0;0.0
2015;1;2;US;PHL;TPA;3.0;3.0;0.0
2015;1;2;US;LGA;CLT;-2.0;-23.0;0.0
2015;1;2;VX;LAX;JFK;0.0;6.0;0.0
2015;1;2;WN;ABQ;DAL;38.0;42.0;0.0
2015;1;2;WN;ABQ;SEA;11.0;17.0;0.0
2015;1;2;WN;AUS;DAL;30.0;20.0;0.0
2015;1;2;WN;PHX;HOU;58.0;63.0;0.0
2015;1;2;WN;PHX;PDX;13.0;15.0;0.0
2015;1;2;WN;BNA;TPA;-3.0;0.0;0.0
2015;1;2;WN;DEN;ATL;-1.0;13.0;0.0
2015;1;2;WN;DEN;SJC;30.0;20.0;0.0
2015;1;2;WN;ELP;DAL;0.0;10.0;0.0
2015;1;2;WN;STL;DEN;11.0;-1.0;0.0
2015;1;2;WN;TPA;BUF;24.0;19.0;0.0
2015;1;2;WN;LAS;SFO;1.0;-4.0;0.0
2015;1;2;WN;LAS;STL;30.0;40.0;0.0
2015;1;2;WN;LIT;DAL;8.0;4.0;0.0
2015;1;2;WN;MCO;MCI;21.0;1.0;0.0
2015;1;2;WN;MDW;GSP;10.0;-2.0;0.0
2015;1;2;WN;RSW;MDW;22.0;8.0;0.0
2015;1;2;WN;SAN;SFO;-2.0;-6.0;0.0
2015;1;2;WN;SAN;SJC;15.0;10.0;0.0
2015;1;2;WN;SAT;HOU;66.0;63.0;0.0
2015;1;2;WN;SDF;LAS;16.0;2.0;0.0
2015;1;2;AA;ORD;PDX;-3.0;-2.0;0.0
2015;1;2;AA;PHX;ORD;2.0;-3.0;0.0
2015;1;2;AA;MCO;JFK;-1.0;0.0;0.0
2015;1;2;AA;DFW;SEA;21.0;14.0;0.0
2015;1;2;AA;DFW;MCO;9.0;16.0;0.0
2015;1;2;AA;MEM;DFW;-5.0;-10.0;0.0
2015;1;2;AA;MSP;DFW;24.0;42.0;0.0
2015;1;2;AA;DFW;LAX;3.0;-16.0;0.0
2015;1;2;AS;SEA;SJC;109.0;96.0;0.0
2015;1;2;B6;TPA;BOS;-4.0;-12.0;0.0
2015;1;2;DL;MSP;DTW;-2.0;-18.0;0.0
2015;1;2;DL;JFK;BOS;4.0;1.0;0.0
2015;1;2;DL;ATL;RIC;0.0;-12.0;0.0
2015;1;2;DL;DTW;LGA;-5.0;-17.0;0.0
2015;1;2;EV;IAH;XNA;1.0;-9.0;0.0
2015;1;2;EV;SHV;ATL;2.0;7.0;0.0
2015;1;2;EV;DTW;CLT;-6.0;-21.0;0.0
2015;1;2;EV;RST;MSP;-5.0;-8.0;0.0
2015;1;2;EV;DTW;RIC;-8.0;-24.0;0.0
2015;1;2;EV;JAN;ATL;9.0;47.0;0.0
2015;1;2;EV;TUL;DTW;-3.0;-6.0;0.0
2015;1;2;F9;DTW;DEN;32.0;36.0;0.0
2015;1;2;F9;IAD;DTW;-2.0;-6.0;0.0
2015;1;2;HA;OGG;SEA;86.0;66.0;0.0
2015;1;2;MQ;SPI;DFW;52.0;55.0;0.0
2015;1;2;MQ;LIT;DFW;6.0;14.0;0.0
2015;1;2;OO;SFO;SBP;58.0;52.0;0.0
2015;1;2;OO;LAX;TUS;2.0;11.0;0.0
2015;1;2;OO;SFO;SBA;-1.0;-9.0;0.0
2015;1;2;OO;CID;ORD;8.0;-3.0;0.0
2015;1;2;UA;SNA;DEN;91.0;95.0;0.0
2015;1;2;DL;MCI;ATL;-3.0;-11.0;0.0
2015;1;2;EV;TVC;ORD;-5.0;-14.0;0.0
2015;1;2;EV;ATL;EVV;37.0;44.0;0.0
2015;1;2;EV;ATL;AGS;2.0;-5.0;0.0
2015;1;2;OO;DSM;ORD;-7.0;-6.0;0.0
2015;1;2;OO;ORD;ASE;53.0;52.0;0.0
2015;1;2;UA;DEN;DSM;0.0;-11.0;0.0
2015;1;2;B6;BOS;MCO;8.0;-3.0;0.0
2015;1;2;F9;DEN;FSD;-1.0;0.0;0.0
2015;1;2;OO;MBS;ORD;8.0;-3.0;0.0
2015;1;2;UA;LAS;DEN;13.0;11.0;0.0
2015;1;2;DL;FLL;MSP;-9.0;-18.0;0.0
2015;1;2;OO;SLC;DEN;31.0;27.0;0.0
2015;1;2;UA;EWR;RSW;-1.0;-21.0;0.0
2015;1;2;US;PHX;TPA;17.0;28.0;0.0
2015;1;2;US;PHX;DEN;0.0;1.0;0.0
2015;1;2;US;PHL;ORD;23.0;40.0;0.0
2015;1;2;US;RSW;PHL;-18.0;-32.0;0.0
2015;1;2;US;PHX;PHL;2.0;15.0;0.0
2015;1;2;US;DFW;CLT;20.0;3.0;0.0
2015;1;2;US;PHX;CLT;6.0;9.0;0.0
2015;1;2;US;PHL;PBI;-6.0;15.0;0.0
2015;1;2;WN;ATL;HOU;39.0;41.0;0.0
2015;1;2;WN;ATL;MSP;28.0;47.0;0.0
2015;1;2;WN;OAK;SNA;21.0;18.0;0.0
2015;1;2;WN;PHX;ABQ;29.0;33.0;0.0
2015;1;2;WN;PHX;OAK;18.0;16.0;0.0
2015;1;2;WN;BNA;MDW;-3.0;-14.0;0.0
2015;1;2;WN;BUR;OAK;6.0;4.0;0.0
2015;1;2;WN;DEN;MSP;43.0;34.0;0.0
2015;1;2;WN;EWR;DEN;11.0;12.0;0.0
2015;1;2;WN;HOU;MAF;65.0;68.0;0.0
2015;1;2;WN;SNA;SJC;20.0;13.0;0.0
2015;1;2;WN;LAS;PHL;108.0;86.0;0.0
2015;1;2;WN;LAS;SJC;-1.0;-8.0;0.0
2015;1;2;WN;LAX;OAK;103.0;93.0;0.0
2015;1;2;WN;LGA;MDW;2.0;6.0;0.0
2015;1;2;WN;MCI;MDW;16.0;0.0;0.0
2015;1;2;WN;MCO;ROC;7.0;-11.0;0.0
2015;1;2;WN;MDW;IAD;26.0;16.0;0.0
2015;1;2;WN;MHT;BWI;9.0;3.0;0.0
2015;1;2;WN;SMF;BUR;-4.0;-6.0;0.0
2015;1;2;AA;ORD;DEN;-7.0;-4.0;0.0
2015;1;2;AA;CLE;DFW;-9.0;-8.0;0.0
2015;1;2;AA;DFW;COS;115.0;105.0;0.0
2015;1;2;AA;SFO;DFW;128.0;133.0;0.0
2015;1;2;AA;DFW;DCA;83.0;79.0;0.0
2015;1;2;AA;DFW;DEN;167.0;170.0;0.0
2015;1;2;AA;DFW;LGA;15.0;-3.0;0.0
2015;1;2;AA;ORD;BOS;16.0;-1.0;0.0
2015;1;2;AS;SEA;EWR;-5.0;-7.0;0.0
2015;1;2;AS;SNA;SEA;2.0;7.0;0.0
2015;1;2;B6;FLL;AUS;12.0;21.0;0.0
2015;1;2;B6;STT;SJU;-10.0;-12.0;0.0
2015;1;2;AA;AUS;DFW;42.0;46.0;0.0
2015;1;2;DL;ATL;MCO;-1.0;3.0;0.0
2015;1;2;DL;JFK;SEA;-3.0;29.0;0.0
2015;1;2;DL;DTW;LAS;-6.0;-23.0;0.0
2015;1;2;DL;LAS;MSP;3.0;-7.0;0.0
2015;1;2;DL;JFK;SLC;-4.0;18.0;0.0
2015;1;2;B6;BOS;DTW;-1.0;-5.0;0.0
2015;1;2;EV;IAH;DTW;0.0;-18.0;0.0
2015;1;2;EV;PHF;ATL;-1.0;0.0;0.0
2015;1;2;MQ;PNS;DFW;63.0;60.0;0.0
2015;1;2;HA;HNL;OGG;20.0;20.0;0.0
2015;1;2;MQ;STL;ORD;12.0;-8.0;0.0
2015;1;2;MQ;DFW;BIS;-2.0;-5.0;0.0
2015;1;2;MQ;GRK;DFW;71.0;67.0;0.0
2015;1;2;MQ;DFW;HOU;155.0;174.0;0.0
2015;1;2;NK;DTW;LGA;-1.0;-21.0;0.0
